AREA,PERIMETER,POPPLACE_,POPPLACE_I,UNIQUE_KEY,NAME,NAME_E,NAME_F,REG_CODE,NTS50,LAT,LONG,SGC_CODE,CAPITAL,POP_RANGE
0.000,0.000,340,3,GBAML,Steinbach,,,46,062H10,493133,964102,4602044,0,3
0.000,0.000,341,3,GAWDD,Portage la Prairie,,,46,062G16,495822,981731,4609029,0,3
0.000,0.000,342,3,GBBOH,The Pas,,,46,063F14,534930,1011512,4621045,0,3
0.000,0.000,343,3,GBBRP,Thompson,,,46,063P12,554436,975119,4622026,0,3
0.000,0.000,344,3,GAILW,Flin Flon,,,46,063K13,544605,1015151,4621064,0,3
0.000,0.000,345,3,HAUQM,Estevan,,,47,062E02,490800,1025900,4701024,0,3
0.000,0.000,346,3,HAMHJ,North Battleford,,,47,073C16,524700,1081700,4716029,0,3
0.000,0.000,347,3,HAPKT,Swift Current,,,47,072J05,501700,1074800,4708004,0,3
0.000,0.000,348,3,HAUTW,Melfort,,,47,073A15,525200,1043700,4714051,0,3
0.000,0.000,349,3,HAVWM,Yorkton,,,47,062M01,511300,1022800,4709012,0,3
0.000,0.000,350,3,HAUMZ,Weyburn,,,47,062E12,494000,1035100,4702047,0,3
0.000,0.000,351,3,IAFOG,Rocky Mountain House,,,48,083B07,522200,1145500,4809015,0,3
0.000,0.000,352,3,IADVK,Lloydminster,,,48,073E08,531700,1100000,4810039,0,3
0.000,0.000,353,3,IAKKF,Camrose,,,48,083H02,530100,1125000,4810011,0,3
0.000,0.000,354,3,IABPA,Drumheller,,,48,082P07,512800,1124200,4805029,0,3
0.000,0.000,355,3,IAJVO,High River,,,48,082I12,503500,1135200,4806006,0,3
0.000,0.000,356,3,IAIDN,Brooks,,,48,072L12,503500,1115300,4802034,0,3
0.000,0.000,357,3,IAAFM,Taber,,,48,082H16,494900,1120900,4802022,0,3
0.000,0.000,358,3,IACYE,Banff,,,48,082O04,511000,1153400,4815035,0,3
0.000,0.000,359,3,IABOA,Drayton Valley,,,48,083G02,531300,1145900,4811031,0,3
0.000,0.000,360,3,IAPBB,Wetaskiwin,,,48,083A14,525800,1132200,4811002,0,3
0.000,0.000,361,3,IACUJ,Leduc,,,48,083H05,531600,1133300,4811016,0,3
0.000,0.000,362,3,IAEWL,Peace River,,,48,084C03,561500,1171700,4819038,0,3
0.000,0.000,363,3,IAIJK,Slave Lake,,,48,083O07,551700,1144600,4817029,0,3
0.000,0.000,364,3,IAJWU,Hinton,,,48,083F05,532400,1173500,4814019,0,3
0.000,0.000,365,3,IACMW,Edson,,,48,083F09,533500,1162600,4814024,0,3
0.000,0.000,366,3,IAPCL,Whitecourt,,,48,083J04,540900,1154100,4813030,0,3
0.000,0.000,367,3,IAOBT,Vegreville,,,48,083H08,533000,1120300,4810028,0,3
0.000,0.000,368,3,JCBSO,Merritt,,,59,092I02,500645,1204730,5933006,0,3
0.000,0.000,369,3,JBOAP,Vernon,,,59,082L06,501530,1191600,5937014,0,4
0.000,0.000,370,3,JCJTL,Salmon Arm,,,59,082L11,504200,1191600,0,0,1
0.000,0.000,371,3,JBHTI,Revelstoke,,,59,082L16,505900,1181200,5939019,0,3
0.000,0.000,372,3,JBIEL,Port Alberni,,,59,092F02,491430,1244800,5923008,0,3
0.000,0.000,373,3,JAHJY,Courtenay,,,59,092F10,494100,1245900,5925010,0,3
0.000,0.000,374,3,JCJEN,Campbell River,,,59,092K03,500100,1251430,5925034,0,4
0.000,0.000,375,3,JCVCI,Powell River,,,59,092F15,495100,1243200,5927008,0,3
0.000,0.000,376,3,JCVCJ,Squamish,,,59,092G14,494500,1230800,5931006,0,3
0.000,0.000,377,3,JCAAC,Castlegar,,,59,082F05,491800,1174000,5903045,0,3
0.000,0.000,378,3,JAYDR,Nelson,,,59,082F06,493000,1171700,5903015,0,3
0.000,0.000,379,3,JAHBL,Kimberley,,,59,082G12,494100,1155900,5901028,0,3
0.000,0.000,380,3,JAIQY,Cranbrook,,,59,082G05,493000,1154600,5901022,0,3
0.000,0.000,381,3,JAVIB,Fernie,,,59,082G06,493000,1150400,5901012,0,3
0.000,0.000,382,3,JAHBY,Mackenzie,,,59,093O06,551800,1231000,5953033,0,3
0.000,0.000,383,3,JAGPB,Fort St. John,,,59,094A02,561500,1205100,5955034,0,3
0.000,0.000,384,3,JAPCN,Dawson Creek,,,59,093P16,554600,1201400,5955014,0,3
0.000,0.000,385,3,JCNWW,Prince Rupert,,,59,103J08,541900,1301900,5947012,0,3
0.000,0.000,386,3,JBXCK,Terrace,,,59,103I10,543100,1283600,5949011,0,3
0.000,0.000,387,3,JCMDB,Kitimat,,,59,103I02,540300,1283900,5949005,0,3
0.000,0.000,388,3,JBMQO,Smithers,,,59,093L14,544650,1271015,5951043,0,3
0.000,0.000,389,3,JBNTS,Quesnel,,,59,093B15,530000,1223000,5941013,0,3
0.000,0.000,390,3,JBTMB,Williams Lake,,,59,093B01,520830,1220830,5941009,0,3
0.000,0.000,391,4,CBLGX,Sydney,,,12,011K01,460900,601100,1217014,0,4
0.000,0.000,392,4,CAIYJ,Dartmouth,,,12,011D12,444000,633400,1209022,0,5
0.000,0.000,393,4,DAEGW,Saint John,,,13,021G08,451600,660300,1301006,0,5
0.000,0.000,394,4,DADHJ,Moncton,,,13,021I02,460600,644700,1307022,0,5
0.000,0.000,395,4,EGZSK,Levis,,,24,021L14,464800,711100,2424020,0,4
0.000,0.000,396,4,EJNFL,Rimouski,,,24,022C07,482600,683300,2410045,0,4
0.000,0.000,397,4,EGIIG,Fatima,,,24,011N05,472400,615300,2401025,0,2
0.000,0.000,398,4,ELYOR,Hull,,,24,031G05,452600,754400,2481020,0,5
0.000,0.000,399,4,EKJCM,Salaberry-de-Valleyfield,,,24,031G08,451500,740800,2470045,0,4
0.000,0.000,400,4,EJIXZ,Saint-Jean-sur-Richelieu,,,24,031H06,451900,731600,2456080,0,4
0.000,0.000,401,4,EGNRO,Granby,,,24,031H07,452400,724400,2447015,0,4
0.000,0.000,402,4,EHZZL,Saint-Hyacinthe,,,24,031H10,453700,725700,2454045,0,4
0.000,0.000,403,4,EPUWF,Drummondville,,,24,031H16,455300,722900,2449057,0,4
0.000,0.000,404,4,EIDHN,Sherbrooke,,,24,021E05,452500,715400,2443025,0,5
0.000,0.000,405,4,EIITR,Trois-Rivieres,,,24,031I07,462100,723300,2437065,0,4
0.000,0.000,406,4,ELYOQ,Rouyn-Noranda,,,24,032D03,481400,790100,2486040,0,4
0.000,0.000,407,4,EFKHC,Baie-Comeau,,,24,022F01,491300,680900,2496020,0,4
0.000,0.000,408,4,EFHQD,Alma,,,24,022D12,483300,713900,2493040,0,4
0.000,0.000,409,4,EGUFW,Jonquiere,,,24,022D06,482500,711300,2494070,0,5
0.000,0.000,410,4,EFXCL,Chicoutimi,,,24,022D06,482600,710400,2494050,0,5
0.000,0.000,411,4,FCCOT,Cornwall,,,35,031G02,450200,744400,3501012,0,4
0.000,0.000,412,4,FBUUF,Kingston,,,35,031C01,441400,763000,3510011,0,5
0.000,0.000,413,4,FEDAN,Belleville,,,35,031C03,441000,772300,3512008,0,4
0.000,0.000,414,4,FDGEJ,Peterborough,,,35,031D08,441800,781900,3515014,0,5
0.000,0.000,415,4,FEDBA,Niagara Falls,,,35,030M03,430600,790400,3526043,0,5
0.000,0.000,416,4,FDOAX,Welland,,,35,030L14,425900,791500,3526032,0,4
0.000,0.000,417,4,FBKKK,Guelph,,,35,040P09,433300,801500,3523008,0,5
0.000,0.000,418,4,FALJI,Brantford,,,35,040P01,430800,801600,3529006,0,5
0.000,0.000,419,4,FDFDY,Woodstock,,,35,040P02,430800,804500,3532042,0,4
0.000,0.000,420,4,FCTBX,Stratford,,,35,040P07,432200,805700,3531011,0,4
0.000,0.000,421,4,FDTCR,St. Thomas,,,35,040I14,424700,811200,3534021,0,4
0.000,0.000,422,4,FAQDA,Chatham,,,35,040J08,422400,821100,3536042,0,4
0.000,0.000,423,4,FDMLQ,Orillia,,,35,031D11,443700,792500,3543052,0,4
0.000,0.000,424,4,FCTOV,Sudbury,,,35,041I07,463000,810000,3553007,0,5
0.000,0.000,425,4,FCFUU,North Bay,,,35,031L06,461900,792800,3548044,0,5
0.000,0.000,426,4,FAFFD,Barrie,,,35,031D05,442400,794000,3543042,0,5
0.000,0.000,427,4,FEARV,Sarnia,,,35,040J16,425800,822300,3538030,0,5
0.000,0.000,428,4,FCWMG,Timmins,,,35,042A06,482800,812000,3556027,0,4
0.000,0.000,429,4,FDZCP,Sault Ste. Marie,,,35,041K09,463100,842000,3557061,0,5
0.000,0.000,430,4,GADMZ,Brandon,,,46,062G13,495049,995708,4607062,0,4
0.000,0.000,431,4,HALTS,Moose Jaw,,,47,072I05,502400,1053200,4707039,0,4
0.000,0.000,432,4,HAPNV,Prince Albert,,,47,073H04,531200,1054600,4715066,0,4
0.000,0.000,433,4,IAEJS,Red Deer,,,48,083A05,521600,1134800,4808011,0,5
0.000,0.000,434,4,IAIUC,Medicine Hat,,,48,072L02,500300,1104000,4801006,0,4
0.000,0.000,435,4,IADGP,Lethbridge,,,48,082H10,494200,1124900,4802012,0,5
0.000,0.000,436,4,IAHMM,Grande Prairie,,,48,083M02,551000,1184800,4819012,0,4
0.000,0.000,437,4,IAFFI,Fort McMurray,,,48,074D11,564400,1112300,4816048,0,4
0.000,0.000,438,4,JCVCB,Chilliwack,,,59,092H04,491000,1215700,0,0,1
0.000,0.000,439,4,JCVCH,Penticton,,,59,082E05,493000,1193500,5907041,0,4
0.000,0.000,440,4,JAFNW,Kamloops,,,59,092I09,504000,1201900,5933042,0,5
0.000,0.000,441,4,JAQAL,Nanaimo,,,59,092G04,491000,1235600,5921007,0,5
0.000,0.000,442,4,JAFUV,Kelowna,,,59,082E14,495300,1192900,5935010,0,5
0.000,0.000,443,4,JBLVS,Prince George,,,59,093G15,535500,1224500,5953023,0,5
0.000,0.000,444,5,FCWFX,Thunder Bay,,,35,052A06,482400,891900,3558004,0,6
0.000,0.000,445,5,HAHJJ,Saskatoon,,,47,073B02,520700,1063800,4711066,0,6
0.000,0.000,446,5,FDEGT,Windsor,,,35,040J06,421800,830100,3537039,0,6
0.000,0.000,447,5,FEBWC,Kitchener,,,35,040P08,432700,802900,3530013,0,6
0.000,0.000,448,5,FDJFN,St. Catharines,,,35,030M03,431000,791500,3526053,0,6
0.000,0.000,449,5,FDMOP,Oshawa,,,35,030M15,435400,785100,3518013,0,6
0.000,0.000,450,6,EHHUN,Montreal,,,24,031H12,453000,733600,2466025,0,6
0.000,0.000,451,6,FBLJL,Hamilton,,,35,030M04,431500,795100,3525018,0,6
0.000,0.000,452,6,FCAEN,London,,,35,040I14,425900,811400,3539036,0,6
0.000,0.000,453,6,FALIF,Brampton,,,35,030M12,434100,794600,3521010,0,6
0.000,0.000,454,6,IAKID,Calgary,,,48,082O01,510300,1140500,4806016,0,6
0.000,0.000,455,6,JBRIK,Vancouver,,,59,092G03,491500,1230700,5915022,0,6
0.000,0.000,456,96,JBOBQ,Victoria,,,59,092B06,482600,1232200,5917034,2,5
0.000,0.000,457,96,HAIMP,Regina,,,47,072I07,502700,1043700,4706027,2,6
0.000,0.000,458,96,FCWYG,Toronto,,,35,030M11,433900,792300,3520004,2,6
0.000,0.000,459,95,FEOLW,Ottawa,,,35,031G05,452500,754200,3506014,1,6
0.000,0.000,460,96,EHTWR,Quebec,,,24,021L14,464900,711400,2423025,2,6
0.000,0.000,461,96,DAFMJ,Fredericton,,,13,021G15,455800,663900,1310032,2,4
0.000,0.000,462,96,BAARG,Charlottetown,,,11,011L03,461425,630805,1102075,2,3
0.000,0.000,463,96,CAPHL,Halifax,,,12,011D12,443900,633600,1209021,2,6
0.000,0.000,464,96,ABEFS,St. John's,,,10,001N10,473400,524400,1001519,2,6
0.000,0.000,465,96,GBEIN,Winnipeg,,,46,062H14,495304,970847,4611040,2,6
0.000,0.000,466,96,IACMP,Edmonton,,,48,083H11,533300,1132800,4811061,2,6
0.000,0.000,467,96,KAHFT,Whitehorse,,,60,105D11,604300,1350300,6001009,3,3
0.000,0.000,468,96,LBAMG,Yellowknife,,,61,085J08,622720,1142100,6106023,3,3
0.000,0.000,469,2,DAZVA,Caraquet,,,13,021P15,474700,645700,1315028,0,2
0.000,0.000,470,3,DBEDJ,Miramichi,,,13,021P03,470015,652800,1309050,0,3
0.000,0.000,471,1,EIGSD,Tete-a-la-Baleine,,,24,012J11,504200,591900,2498015,0,1
0.000,0.000,472,2,EQBIX,La Malbaie--Pointe-au-Pic,,,24,021M09,473900,700900,2415012,0,2
0.000,0.000,473,1,FADRV,Armstrong,,,35,052I06,501800,890200,3558090,0,1
0.000,0.000,474,1,FEFQV,Atikokan,,,35,052B13,484500,913700,3559001,0,1
0.000,0.000,475,2,FDGEF,Bancroft,,,35,031F04,450300,775100,3512062,0,2
0.000,0.000,476,2,FAPXO,Chapleau,,,35,041O14,475000,832400,3599999,0,2
0.000,0.000,477,1,FBIBH,Gogama,,,35,041P12,474000,814300,3552093,0,2
0.000,0.000,478,3,FBMKO,Hawkesbury,,,35,031G10,453600,743700,3502008,0,3
0.000,0.000,479,2,FCDVI,Manitouwadge,,,35,042F04,490700,855000,3599999,0,2
0.000,0.000,480,1,FDLNT,Nakina,,,35,042L02,501000,864200,3558072,0,2
0.000,0.000,481,2,GAFAB,Churchill,,,46,054L16,584651,941113,4623056,0,2
0.000,0.000,482,2,GAJER,Gillam,,,46,054D07,562050,944228,4623022,0,2
0.000,0.000,483,1,GAVMD,Pine Falls,,,46,062I09,503359,961303,4601094,0,2
0.000,0.000,484,1,GAHTD,Emerson,,,46,062H03,490025,971253,4603033,0,2
0.000,0.000,485,3,JBNDK,Trail,,,59,082F04,490600,1174200,5905014,0,3
0.000,0.000,486,4,JAZMR,New Westminster,,,59,092G02,491300,1225500,5915029,0,4
0.000,0.000,487,1,LCAMG,Kimmirut,,,61,025K13,625048,695219,6104005,0,1
0.000,0.000,488,2,LCAME,Kugluktuk,,,61,086O14,674936,1150536,6108059,0,2
0.000,0.000,489,1,LCAMF,Tulita,,,61,096C13,645406,1253441,6107005,0,1
0.000,0.000,490,3,EFRSH,Buckingham,,,24,031G11,453500,752500,2481005,0,3
0.000,0.000,491,2,EPWSV,Puvirnituq,,,24,035C03,600200,771700,2499120,0,2
0.000,0.000,492,1,LCAMH,Wha Ti,,,61,085N03,630838,1171622,6106034,0,1
0.000,0.000,493,3,AAEOU,Corner Brook,,,10,012A13,485800,575700,1005018,0,3
0.000,0.000,494,3,AAXZD,Stephenville,,,10,012B10,483300,583500,1004019,0,3
0.000,0.000,495,1,LAAWC,Alert,,,61,120E00,823000,622200,6104030,0,1
0.000,0.000,496,1,LCACC,Deline,,,61,096G03,651120,1232515,6107003,0,2
0.000,0.000,497,3,GBEIU,Winnipegosis,,,46,062O12,513855,995533,4617073,0,2
